unix,date,symbol,open,high,low,close,Volume BTC,volume
1700240400,2023-11-17 17:00:00,BTC/USDT,35987,36780,35987,36438,9.03292396,329141.68325448
1700236800,2023-11-17 16:00:00,BTC/USDT,36099,36164,35952,35976,3.58723891,129054.50702616
1700233200,2023-11-17 15:00:00,BTC/USDT,36000,36142,35944,36036,1.24851035,44991.318972600006
1700229600,2023-11-17 14:00:00,BTC/USDT,36375,36376,35900,35991,2.82603201,101711.71807191
1700226000,2023-11-17 13:00:00,BTC/USDT,36565,36604,36278,36342,1.16356720,42286.359182399996
1700222400,2023-11-17 12:00:00,BTC/USDT,36390,36467,36248,36467,0.35686446,13013.77626282
1700218800,2023-11-17 11:00:00,BTC/USDT,36336,36457,36318,36372,1.32469832,48181.92729504
1700215200,2023-11-17 10:00:00,BTC/USDT,36290,36297,36128,36297,0.71424089,25924.80158433
1700211600,2023-11-17 09:00:00,BTC/USDT,36399,36399,36261,36316,0.77109242,28002.99232472
1700208000,2023-11-17 08:00:00,BTC/USDT,36240,36438,36204,36382,0.27827968,10124.371317759998
1700204400,2023-11-17 07:00:00,BTC/USDT,36312,36312,36210,36239,0.30743802,11141.24640678
1700200800,2023-11-17 06:00:00,BTC/USDT,36331,36430,36275,36354,0.06323384,2298.80301936
1700197200,2023-11-17 05:00:00,BTC/USDT,36372,36372,36170,36312,1.04779602,38047.569078240005
1700193600,2023-11-17 04:00:00,BTC/USDT,36488,36493,36404,36447,0.29395804,10713.888683879999
1700190000,2023-11-17 03:00:00,BTC/USDT,36384,36510,36384,36470,0.81684911,29790.487041700002
1700186400,2023-11-17 02:00:00,BTC/USDT,36540,36662,36427,36427,0.71942295,26206.41979965
1700182800,2023-11-17 01:00:00,BTC/USDT,36400,36564,36326,36564,0.90975929,33264.43867956
1700179200,2023-11-17 00:00:00,BTC/USDT,36141,36362,36106,36362,0.18111101,6585.55854562
1700175600,2023-11-16 23:00:00,BTC/USDT,36161,36198,36035,36198,0.47124343,17058.06967914
1700172000,2023-11-16 22:00:00,BTC/USDT,36018,36254,35992,36248,3.05511465,110741.79583320001
1700168400,2023-11-16 21:00:00,BTC/USDT,35929,36017,35928,35992,0.21572218,7764.272702560001
1700164800,2023-11-16 20:00:00,BTC/USDT,35967,36043,35730,36043,1.15326521,41567.13796403
1700161200,2023-11-16 19:00:00,BTC/USDT,36182,36182,35520,35881,2.83999899,101902.00376019
1700157600,2023-11-16 18:00:00,BTC/USDT,36317,36317,36100,36264,1.42124013,51539.85207432
1700154000,2023-11-16 17:00:00,BTC/USDT,36566,36570,36328,36328,0.28661190,10412.037103199998
1700150400,2023-11-16 16:00:00,BTC/USDT,36509,36625,36466,36589,1.46039774,53434.492908860004
1700146800,2023-11-16 15:00:00,BTC/USDT,36761,36881,36266,36493,1.07229473,39131.25158189001
1700143200,2023-11-16 14:00:00,BTC/USDT,36816,36816,36500,36745,1.90285952,69920.5730624
1700139600,2023-11-16 13:00:00,BTC/USDT,37146,37147,36700,36808,2.75680824,101472.59769791999
1700136000,2023-11-16 12:00:00,BTC/USDT,37230,37230,37079,37217,0.28149975,10476.57619575
1700132400,2023-11-16 11:00:00,BTC/USDT,37291,37489,37145,37233,0.98894092,36821.23727436
1700128800,2023-11-16 10:00:00,BTC/USDT,37361,37366,37284,37298,0.06053796,2257.94483208
1700125200,2023-11-16 09:00:00,BTC/USDT,37277,37414,37177,37267,0.62589389,23325.187598629997
1700121600,2023-11-16 08:00:00,BTC/USDT,37434,37434,37213,37306,3.54976352,132427.47787712
1700118000,2023-11-16 07:00:00,BTC/USDT,37572,37612,37469,37478,1.09772154,41140.40787612
1700114400,2023-11-16 06:00:00,BTC/USDT,37452,37549,37409,37549,0.31405210,11792.3423029
1700110800,2023-11-16 05:00:00,BTC/USDT,37418,37431,37345,37407,0.48027036,17965.47335652
1700107200,2023-11-16 04:00:00,BTC/USDT,37447,37476,37342,37476,0.06591025,2470.052529
1700103600,2023-11-16 03:00:00,BTC/USDT,37496,37499,37413,37440,0.06488843,2429.4228192
1700100000,2023-11-16 02:00:00,BTC/USDT,37403,37511,37345,37502,0.44774534,16791.34574068
1700096400,2023-11-16 01:00:00,BTC/USDT,37762,37762,37446,37479,3.01220616,112894.47467063999
1700092800,2023-11-16 00:00:00,BTC/USDT,37878,37921,37691,37764,2.59792510,98108.0434764
1700089200,2023-11-15 23:00:00,BTC/USDT,37762,37955,37643,37840,2.18645903,82735.6096952
1700085600,2023-11-15 22:00:00,BTC/USDT,37525,37857,37500,37795,2.01846165,76287.75806174999
1700082000,2023-11-15 21:00:00,BTC/USDT,37449,37708,37449,37649,1.09310334,41154.247647660006
1700078400,2023-11-15 20:00:00,BTC/USDT,37551,37827,37402,37532,3.79110672,142287.81741504002
1700074800,2023-11-15 19:00:00,BTC/USDT,37359,37750,37221,37490,12.59783986,472293.0163514
1700071200,2023-11-15 18:00:00,BTC/USDT,36497,37500,36454,37415,24.31351917,909690.3197455499
1700067600,2023-11-15 17:00:00,BTC/USDT,36353,36500,36270,36494,1.15840647,42274.885716180004
1700064000,2023-11-15 16:00:00,BTC/USDT,36380,36500,36286,36416,11.41534557,415701.22427711997
1700060400,2023-11-15 15:00:00,BTC/USDT,36145,36400,36145,36400,0.94712577,34475.378028
1700056800,2023-11-15 14:00:00,BTC/USDT,36160,36194,36024,36115,0.78028777,28180.092813550003
1700053200,2023-11-15 13:00:00,BTC/USDT,36220,36220,36043,36128,0.36655389,13242.85893792
1700049600,2023-11-15 12:00:00,BTC/USDT,36232,36378,36138,36219,0.33281939,12054.38548641
1700046000,2023-11-15 11:00:00,BTC/USDT,35905,36244,35905,36244,3.40539074,123424.98198056
1700042400,2023-11-15 10:00:00,BTC/USDT,35781,35875,35769,35856,0.10629130,3811.1808528
1700038800,2023-11-15 09:00:00,BTC/USDT,35797,35910,35756,35778,1.46484693,52409.29346154
1700035200,2023-11-15 08:00:00,BTC/USDT,35650,35833,35650,35802,1.25607100,44969.853941999994
1700031600,2023-11-15 07:00:00,BTC/USDT,35611,35664,35560,35574,0.70973286,25248.03676164
1700028000,2023-11-15 06:00:00,BTC/USDT,35608,35608,35536,35553,0.50767339,18049.31203467
1700024400,2023-11-15 05:00:00,BTC/USDT,35588,35604,35549,35604,0.17064493,6075.64208772
1700020800,2023-11-15 04:00:00,BTC/USDT,35414,35551,35414,35551,0.26657714,9477.08390414
1700017200,2023-11-15 03:00:00,BTC/USDT,35479,35479,35394,35394,0.74977837,26537.65562778
1700013600,2023-11-15 02:00:00,BTC/USDT,35411,35494,35376,35475,2.14726678,76174.2890205
1700010000,2023-11-15 01:00:00,BTC/USDT,35507,35638,35418,35423,1.02946429,36466.71354467
1700006400,2023-11-15 00:00:00,BTC/USDT,35536,35604,35488,35496,0.39287809,13945.60068264
1700002800,2023-11-14 23:00:00,BTC/USDT,35624,35666,35522,35544,0.48805769,17347.52253336
1699999200,2023-11-14 22:00:00,BTC/USDT,35577,35623,35467,35561,0.66245558,23557.582880380003
1699995600,2023-11-14 21:00:00,BTC/USDT,35272,35604,35232,35582,5.14680293,183133.54185526
1699992000,2023-11-14 20:00:00,BTC/USDT,35238,35431,35238,35288,1.26793243,44742.799589840004
1699988400,2023-11-14 19:00:00,BTC/USDT,35278,35455,35180,35301,3.28143465,115837.92457965
1699984800,2023-11-14 18:00:00,BTC/USDT,36107,36107,34812,35257,32.24475710,1136853.4010747
1699981200,2023-11-14 17:00:00,BTC/USDT,36262,36291,36091,36102,1.46315593,52822.855384860006
1699977600,2023-11-14 16:00:00,BTC/USDT,36124,36371,36124,36291,1.32568110,48110.2928001
1699974000,2023-11-14 15:00:00,BTC/USDT,36579,36601,35916,36211,14.66647827,531087.8446349701
1699970400,2023-11-14 14:00:00,BTC/USDT,36483,36672,36471,36585,0.55500556,20304.8784126
1699966800,2023-11-14 13:00:00,BTC/USDT,36379,36663,36379,36576,1.19636411,43758.213687359996
1699963200,2023-11-14 12:00:00,BTC/USDT,36283,36387,36206,36308,0.74290609,26973.43431572
1699959600,2023-11-14 11:00:00,BTC/USDT,36450,36450,36250,36270,1.09393538,39677.0362326
1699956000,2023-11-14 10:00:00,BTC/USDT,36471,36541,36441,36496,0.34487808,12586.67040768
1699952400,2023-11-14 09:00:00,BTC/USDT,36734,36734,36490,36496,1.51678318,55356.51893728
1699948800,2023-11-14 08:00:00,BTC/USDT,36684,36729,36646,36728,0.08879463,3261.24917064
1699945200,2023-11-14 07:00:00,BTC/USDT,36690,36701,36641,36685,0.32285103,11843.790035549999
1699941600,2023-11-14 06:00:00,BTC/USDT,36636,36709,36602,36648,0.33623344,12322.28310912
1699938000,2023-11-14 05:00:00,BTC/USDT,36511,36630,36511,36607,0.12048789,4410.70018923
1699934400,2023-11-14 04:00:00,BTC/USDT,36471,36503,36389,36503,0.19058577,6956.952362309999
1699930800,2023-11-14 03:00:00,BTC/USDT,36431,36492,36431,36456,0.20559416,7495.14069696
1699927200,2023-11-14 02:00:00,BTC/USDT,36422,36443,36380,36423,1.73873478,63329.93689194
1699923600,2023-11-14 01:00:00,BTC/USDT,36253,36422,36227,36345,0.15418990,5604.0319155
1699920000,2023-11-14 00:00:00,BTC/USDT,36459,36459,36200,36200,1.49084877,53968.725474
1699916400,2023-11-13 23:00:00,BTC/USDT,36537,36574,36504,36511,0.28731566,10490.182062259999
1699912800,2023-11-13 22:00:00,BTC/USDT,36525,36579,36450,36542,0.26381038,9640.158905960001
1699909200,2023-11-13 21:00:00,BTC/USDT,36778,36778,36363,36428,3.01581754,109860.20134712
1699905600,2023-11-13 20:00:00,BTC/USDT,36847,36864,36757,36757,1.56336228,57464.50732596
1699902000,2023-11-13 19:00:00,BTC/USDT,36761,36850,36758,36850,0.35547681,13099.320448499999
1699898400,2023-11-13 18:00:00,BTC/USDT,36688,36771,36612,36731,0.87618981,32183.32791111
1699894800,2023-11-13 17:00:00,BTC/USDT,36858,36861,36618,36650,0.34166275,12521.939787500001
1699891200,2023-11-13 16:00:00,BTC/USDT,36824,36971,36824,36859,0.24956716,9198.79595044
1699887600,2023-11-13 15:00:00,BTC/USDT,36849,36853,36662,36811,0.48107911,17709.00311821
1699884000,2023-11-13 14:00:00,BTC/USDT,36844,36914,36535,36687,1.74923911,64174.33522857
1699880400,2023-11-13 13:00:00,BTC/USDT,36935,36935,36787,36836,2.08022730,76627.25282279999
1699876800,2023-11-13 12:00:00,BTC/USDT,36795,36929,36650,36929,0.72209217,26666.141745930003
1699873200,2023-11-13 11:00:00,BTC/USDT,36975,36975,36737,36788,2.11358475,77754.55578299999
1699869600,2023-11-13 10:00:00,BTC/USDT,36950,36988,36923,36985,0.16969766,6276.2679551
1699866000,2023-11-13 09:00:00,BTC/USDT,37006,37019,36967,36991,1.73575135,64207.17818785
1699862400,2023-11-13 08:00:00,BTC/USDT,36966,37024,36924,37024,0.08531255,3158.6118512
1699858800,2023-11-13 07:00:00,BTC/USDT,36965,37034,36950,36950,0.29777972,11002.960654
1699855200,2023-11-13 06:00:00,BTC/USDT,36900,36951,36787,36951,0.55921051,20663.38755501
1699851600,2023-11-13 05:00:00,BTC/USDT,36913,36931,36820,36922,0.34095624,12588.786293280002
1699848000,2023-11-13 04:00:00,BTC/USDT,36922,36947,36838,36927,1.27910953,47233.67761431
1699844400,2023-11-13 03:00:00,BTC/USDT,37133,37133,36876,36892,0.47913067,17676.08867764
1699840800,2023-11-13 02:00:00,BTC/USDT,37207,37240,37135,37142,0.15585096,5788.616356320001
1699837200,2023-11-13 01:00:00,BTC/USDT,37099,37400,37099,37218,0.50840063,18921.65464734
1699833600,2023-11-13 00:00:00,BTC/USDT,37075,37115,36979,37100,0.11872771,4404.798041
1699830000,2023-11-12 23:00:00,BTC/USDT,37208,37208,36964,37061,0.12439800,4610.314278
1699826400,2023-11-12 22:00:00,BTC/USDT,37142,37202,37142,37152,0.02969181,1103.11012512
1699822800,2023-11-12 21:00:00,BTC/USDT,37132,37149,37132,37149,0.00803901,298.64118248999995
1699819200,2023-11-12 20:00:00,BTC/USDT,37085,37126,37085,37126,0.01959607,727.5236948200001
1699815600,2023-11-12 19:00:00,BTC/USDT,37124,37160,37109,37120,0.21594941,8016.0420992
1699812000,2023-11-12 18:00:00,BTC/USDT,37067,37186,37067,37186,0.02820000,1048.6452
1699808400,2023-11-12 17:00:00,BTC/USDT,37095,37115,37086,37090,0.10246221,3800.3233689
1699804800,2023-11-12 16:00:00,BTC/USDT,37156,37191,37111,37129,0.50610833,18791.29618457
1699801200,2023-11-12 15:00:00,BTC/USDT,37181,37224,37104,37174,0.14291984,5312.902132159999
1699797600,2023-11-12 14:00:00,BTC/USDT,37110,37168,37109,37109,0.58576227,21737.052077430002
1699794000,2023-11-12 13:00:00,BTC/USDT,36973,37100,36944,37074,0.12133622,4498.41902028
1699790400,2023-11-12 12:00:00,BTC/USDT,37074,37080,36999,36999,0.07903975,2924.3917102500004
1699786800,2023-11-12 11:00:00,BTC/USDT,37103,37113,37059,37059,0.05676522,2103.6622879799997
1699783200,2023-11-12 10:00:00,BTC/USDT,37071,37125,37028,37125,0.05699619,2115.9835537500003
1699779600,2023-11-12 09:00:00,BTC/USDT,37106,37113,37034,37043,0.14219905,5267.47940915
1699776000,2023-11-12 08:00:00,BTC/USDT,37108,37120,37065,37104,0.09434016,3500.39729664
1699772400,2023-11-12 07:00:00,BTC/USDT,37162,37178,37129,37129,0.12765792,4739.810911680001
1699768800,2023-11-12 06:00:00,BTC/USDT,37092,37151,37091,37113,0.12753080,4733.0505804
1699765200,2023-11-12 05:00:00,BTC/USDT,36987,37108,36987,37089,0.06626155,2457.57462795
1699761600,2023-11-12 04:00:00,BTC/USDT,36993,37013,36936,37013,0.11477726,4248.25072438
1699758000,2023-11-12 03:00:00,BTC/USDT,36896,36984,36896,36984,0.07636470,2824.2720648
1699754400,2023-11-12 02:00:00,BTC/USDT,36948,36948,36890,36907,0.07616021,2810.8448704700004
1699750800,2023-11-12 01:00:00,BTC/USDT,36897,37009,36839,36962,0.13854185,5120.7838597
1699747200,2023-11-12 00:00:00,BTC/USDT,37172,37172,36834,36916,0.33984781,12545.82175396
1699743600,2023-11-11 23:00:00,BTC/USDT,36855,37154,36807,37148,0.17317480,6433.0974704
1699740000,2023-11-11 22:00:00,BTC/USDT,36961,36961,36688,36912,1.22708351,45294.10652112
1699736400,2023-11-11 21:00:00,BTC/USDT,37032,37062,36924,36924,0.21601218,7976.03373432
1699732800,2023-11-11 20:00:00,BTC/USDT,37119,37119,37040,37040,0.46880877,17364.6768408
1699729200,2023-11-11 19:00:00,BTC/USDT,37101,37170,37089,37156,0.05690977,2114.53941412
1699725600,2023-11-11 18:00:00,BTC/USDT,37077,37106,37077,37096,0.18316846,6794.817192160001
1699722000,2023-11-11 17:00:00,BTC/USDT,37137,37169,37038,37122,7.18793111,266830.37866542
1699718400,2023-11-11 16:00:00,BTC/USDT,37071,37170,37071,37144,0.11186078,4154.956812320001
1699714800,2023-11-11 15:00:00,BTC/USDT,37219,37219,37048,37083,0.23630257,8762.80820331
1699711200,2023-11-11 14:00:00,BTC/USDT,37146,37264,37146,37250,0.68022363,25338.3302175
1699707600,2023-11-11 13:00:00,BTC/USDT,37098,37198,37087,37148,0.08606298,3197.06758104
1699704000,2023-11-11 12:00:00,BTC/USDT,36986,37115,36954,37115,0.10784760,4002.7636740000003
1699700400,2023-11-11 11:00:00,BTC/USDT,37003,37017,36927,36995,0.09452907,3497.10294465
1699696800,2023-11-11 10:00:00,BTC/USDT,37029,37029,36969,36978,0.11120256,4112.04826368
1699693200,2023-11-11 09:00:00,BTC/USDT,36985,37042,36935,37036,3.53239365,130825.7312214
1699689600,2023-11-11 08:00:00,BTC/USDT,37025,37025,36936,36969,0.15431811,5704.98620859
1699686000,2023-11-11 07:00:00,BTC/USDT,37075,37100,36950,37008,0.46855425,17340.255684
1699682400,2023-11-11 06:00:00,BTC/USDT,37083,37123,37010,37081,0.57487142,21316.80712502
1699678800,2023-11-11 05:00:00,BTC/USDT,37050,37116,37037,37093,0.29669793,11005.41631749
1699675200,2023-11-11 04:00:00,BTC/USDT,37033,37071,36950,37053,0.40877741,15146.429372730001
1699671600,2023-11-11 03:00:00,BTC/USDT,37077,37117,37034,37034,0.08660431,3207.3040165400002
1699668000,2023-11-11 02:00:00,BTC/USDT,37064,37103,36921,37103,0.80183987,29750.66469661
1699664400,2023-11-11 01:00:00,BTC/USDT,37292,37292,37010,37059,1.25541885,46524.56716215
1699660800,2023-11-11 00:00:00,BTC/USDT,37316,37388,37240,37305,0.36686737,13685.98723785
1699657200,2023-11-10 23:00:00,BTC/USDT,37389,37442,37314,37314,0.41234663,15386.30215182
1699653600,2023-11-10 22:00:00,BTC/USDT,37333,37500,37194,37369,0.81266825,30368.59983425
1699650000,2023-11-10 21:00:00,BTC/USDT,37222,37382,37222,37280,0.39889883,14870.9483824
1699646400,2023-11-10 20:00:00,BTC/USDT,37218,37278,37100,37224,0.25454313,9475.113471120001
1699642800,2023-11-10 19:00:00,BTC/USDT,37366,37414,37251,37252,0.23968697,8928.81900644
1699639200,2023-11-10 18:00:00,BTC/USDT,37193,37279,37143,37252,0.14754452,5496.328459040001
1699635600,2023-11-10 17:00:00,BTC/USDT,37373,37446,37183,37202,0.26360370,9806.5848474
1699632000,2023-11-10 16:00:00,BTC/USDT,37115,37438,37098,37300,1.38699585,51734.945204999996
1699628400,2023-11-10 15:00:00,BTC/USDT,37057,37176,37008,37008,1.37814253,51002.29875024001
1699624800,2023-11-10 14:00:00,BTC/USDT,37015,37093,36832,37058,1.39983726,51875.16918108
1699621200,2023-11-10 13:00:00,BTC/USDT,37187,37254,36914,36963,2.23952256,82779.47238528001
1699617600,2023-11-10 12:00:00,BTC/USDT,37072,37200,36839,37167,1.47760546,54918.16213182
1699614000,2023-11-10 11:00:00,BTC/USDT,36772,37120,36772,37092,2.24802602,83383.78113384
1699610400,2023-11-10 10:00:00,BTC/USDT,36554,36730,36530,36730,0.11483465,4217.8766945
1699606800,2023-11-10 09:00:00,BTC/USDT,36518,36543,36473,36525,0.16642032,6078.502188
1699603200,2023-11-10 08:00:00,BTC/USDT,36469,36652,36100,36519,19.90747791,727001.18579529
1699599600,2023-11-10 07:00:00,BTC/USDT,36651,36674,36462,36467,0.49431670,18026.2470989
1699596000,2023-11-10 06:00:00,BTC/USDT,36719,36719,36597,36597,0.64782391,23708.411634269996
1699592400,2023-11-10 05:00:00,BTC/USDT,36735,36779,36656,36735,0.38451179,14125.040605650001
1699588800,2023-11-10 04:00:00,BTC/USDT,36734,36769,36664,36752,0.68322207,25109.77751664
1699585200,2023-11-10 03:00:00,BTC/USDT,36796,36900,36721,36762,3.07163204,112919.33705448
1699581600,2023-11-10 02:00:00,BTC/USDT,36618,36862,36618,36862,1.21669268,44849.72557016
1699578000,2023-11-10 01:00:00,BTC/USDT,36511,36708,36511,36708,0.16844271,6183.19499868
1699574400,2023-11-10 00:00:00,BTC/USDT,36692,36739,36485,36485,1.11692193,40750.89661605
1699570800,2023-11-09 23:00:00,BTC/USDT,36556,36780,36556,36728,1.76096328,64676.659347839995
1699567200,2023-11-09 22:00:00,BTC/USDT,36540,36753,36491,36605,2.63936769,96614.05429244999
1699563600,2023-11-09 21:00:00,BTC/USDT,36569,36724,36446,36530,0.98959291,36149.8290023
1699560000,2023-11-09 20:00:00,BTC/USDT,36354,36565,36141,36551,3.51607109,128515.91441059
1699556400,2023-11-09 19:00:00,BTC/USDT,36379,36427,36149,36369,2.21770266,80655.62804154
1699552800,2023-11-09 18:00:00,BTC/USDT,36621,36621,36326,36374,3.69250943,134311.33800682
1699549200,2023-11-09 17:00:00,BTC/USDT,36332,36631,36006,36613,4.38504379,160549.60828327
1699545600,2023-11-09 16:00:00,BTC/USDT,37181,37213,35626,36372,25.88420733,941460.38900676
1699542000,2023-11-09 15:00:00,BTC/USDT,37885,37946,37066,37084,7.10137118,263347.24883912003
1699538400,2023-11-09 14:00:00,BTC/USDT,37200,37985,37182,37916,22.14706008,839727.92999328
1699534800,2023-11-09 13:00:00,BTC/USDT,36901,37162,36825,37162,4.48540856,166686.75290671998
1699531200,2023-11-09 12:00:00,BTC/USDT,36780,37015,36765,36882,3.69894445,136424.4692049
1699527600,2023-11-09 11:00:00,BTC/USDT,36756,36805,36654,36805,1.32073301,48609.57843305
1699524000,2023-11-09 10:00:00,BTC/USDT,36841,36962,36726,36763,4.02089973,147820.33677399
1699520400,2023-11-09 09:00:00,BTC/USDT,36667,36815,36593,36815,1.67931299,61823.90772685
1699516800,2023-11-09 08:00:00,BTC/USDT,36552,36678,36552,36674,10.09414981,370192.85013194
1699513200,2023-11-09 07:00:00,BTC/USDT,36764,36788,36537,36550,1.55908042,56984.389351
1699509600,2023-11-09 06:00:00,BTC/USDT,36574,36768,36574,36746,0.38230352,14048.125145920001
1699506000,2023-11-09 05:00:00,BTC/USDT,36736,36736,36536,36588,1.05605404,38638.905215520004
1699502400,2023-11-09 04:00:00,BTC/USDT,36486,36791,36442,36723,1.63986154,60220.63533342
1699498800,2023-11-09 03:00:00,BTC/USDT,36347,36511,36274,36431,1.82423761,66458.80036991
1699495200,2023-11-09 02:00:00,BTC/USDT,35868,36515,35868,36357,8.41561949,305966.67779792997
1699491600,2023-11-09 01:00:00,BTC/USDT,35899,36041,35795,35928,0.70592034,25362.30597552
1699488000,2023-11-09 00:00:00,BTC/USDT,35616,35863,35570,35828,0.64543247,23124.55453516
1699484400,2023-11-08 23:00:00,BTC/USDT,35824,36095,35610,35626,11.96376751,426221.18131126004
1699480800,2023-11-08 22:00:00,BTC/USDT,35832,35900,35682,35801,1.28109801,45864.58985601
1699477200,2023-11-08 21:00:00,BTC/USDT,35615,35900,35411,35539,2.61483896,92928.76179944
1699473600,2023-11-08 20:00:00,BTC/USDT,35643,35744,35504,35619,0.30989249,11038.06060131
1699470000,2023-11-08 19:00:00,BTC/USDT,35590,35750,35540,35668,1.34902535,48117.0361838
1699466400,2023-11-08 18:00:00,BTC/USDT,35288,35578,35288,35578,0.63517695,22598.325527099998
1699462800,2023-11-08 17:00:00,BTC/USDT,35392,35392,35264,35316,0.29666673,10477.08223668
1699459200,2023-11-08 16:00:00,BTC/USDT,35207,35373,35193,35373,0.73508279,26002.08353067
1699455600,2023-11-08 15:00:00,BTC/USDT,35310,35310,35100,35234,1.11334490,39227.5942066
1699452000,2023-11-08 14:00:00,BTC/USDT,35410,35420,35278,35321,1.41728918,50060.07112678
1699448400,2023-11-08 13:00:00,BTC/USDT,35387,35452,35309,35408,0.86186295,30516.8433336
1699444800,2023-11-08 12:00:00,BTC/USDT,35337,35391,35326,35391,0.10661488,3773.2072180799996
1699441200,2023-11-08 11:00:00,BTC/USDT,35426,35428,35310,35326,0.76531548,27035.534646480002
1699437600,2023-11-08 10:00:00,BTC/USDT,35294,35422,35292,35406,1.84002496,65147.92373376
1699434000,2023-11-08 09:00:00,BTC/USDT,35316,35319,35280,35288,0.08961201,3162.22860888
1699430400,2023-11-08 08:00:00,BTC/USDT,35219,35323,35218,35323,0.05015593,1771.65791539
1699426800,2023-11-08 07:00:00,BTC/USDT,35240,35304,35224,35224,0.21681191,7636.98271784
1699423200,2023-11-08 06:00:00,BTC/USDT,35245,35306,35189,35277,0.47560395,16777.88054415
1699419600,2023-11-08 05:00:00,BTC/USDT,35334,35334,35237,35259,0.36601087,12905.17726533
1699416000,2023-11-08 04:00:00,BTC/USDT,35293,35348,35247,35345,0.23065297,8152.429224650001
1699412400,2023-11-08 03:00:00,BTC/USDT,35280,35315,35252,35252,0.07270157,2562.87574564
1699408800,2023-11-08 02:00:00,BTC/USDT,35376,35382,35288,35296,0.21114379,7452.53121184
1699405200,2023-11-08 01:00:00,BTC/USDT,35366,35416,35357,35383,0.33950617,12012.74681311
1699401600,2023-11-08 00:00:00,BTC/USDT,35398,35402,35251,35354,0.83243254,29429.82001916
1699398000,2023-11-07 23:00:00,BTC/USDT,35261,35426,35261,35417,0.50113538,17748.71175346
1699394400,2023-11-07 22:00:00,BTC/USDT,35464,35464,35215,35389,9.20697858,325825.76496761997
1699390800,2023-11-07 21:00:00,BTC/USDT,35647,35674,35466,35473,1.04312215,37002.67202695
1699387200,2023-11-07 20:00:00,BTC/USDT,35459,35892,35370,35631,8.22452428,293048.02462068
1699383600,2023-11-07 19:00:00,BTC/USDT,35381,35550,35340,35424,2.39291550,84766.638672
1699380000,2023-11-07 18:00:00,BTC/USDT,34879,35500,34840,35363,14.46498269,511525.18286646996
1699376400,2023-11-07 17:00:00,BTC/USDT,34656,34849,34577,34846,2.13215347,74297.01981562
1699372800,2023-11-07 16:00:00,BTC/USDT,34723,34743,34635,34690,1.23825877,42955.1967313
1699369200,2023-11-07 15:00:00,BTC/USDT,34827,34827,34638,34722,1.78936823,62130.44368206
1699365600,2023-11-07 14:00:00,BTC/USDT,34778,34835,34720,34820,1.05744636,36820.2822552
1699362000,2023-11-07 13:00:00,BTC/USDT,34750,34786,34646,34786,6.95540216,241950.61953776
1699358400,2023-11-07 12:00:00,BTC/USDT,34679,34746,34523,34746,1.84236866,64014.94146036
1699354800,2023-11-07 11:00:00,BTC/USDT,34646,34702,34645,34646,0.66304893,22971.99322878
1699351200,2023-11-07 10:00:00,BTC/USDT,34772,34772,34576,34576,2.97644335,102913.50526959999
1699347600,2023-11-07 09:00:00,BTC/USDT,34894,34910,34681,34769,27.83135715,967668.4567483499
1699344000,2023-11-07 08:00:00,BTC/USDT,34968,34968,34870,34870,0.04721653,1646.4404011
1699340400,2023-11-07 07:00:00,BTC/USDT,34954,34962,34867,34945,0.39944180,13958.493701000001
1699336800,2023-11-07 06:00:00,BTC/USDT,34898,34971,34881,34960,0.47902356,16746.663657600002
1699333200,2023-11-07 05:00:00,BTC/USDT,34882,34911,34851,34906,0.85802687,29950.28592422
1699329600,2023-11-07 04:00:00,BTC/USDT,34921,34921,34846,34890,1.09622221,38247.1929069
1699326000,2023-11-07 03:00:00,BTC/USDT,34812,34914,34812,34914,0.47011043,16413.43555302
1699322400,2023-11-07 02:00:00,BTC/USDT,34945,34955,34801,34813,0.13027946,4535.418840980001
1699318800,2023-11-07 01:00:00,BTC/USDT,34922,34964,34884,34948,0.26116053,9127.03820244
1699315200,2023-11-07 00:00:00,BTC/USDT,35056,35056,34856,34936,0.46669471,16304.44638856
1699311600,2023-11-06 23:00:00,BTC/USDT,35088,35088,34963,35025,0.38191909,13376.71612725
1699308000,2023-11-06 22:00:00,BTC/USDT,35027,35108,35027,35091,0.55315788,19410.86316708
1699304400,2023-11-06 21:00:00,BTC/USDT,35013,35041,34902,35022,0.11724562,4106.176103639999
1699300800,2023-11-06 20:00:00,BTC/USDT,35004,35004,34933,34996,0.41331962,14464.53342152
1699297200,2023-11-06 19:00:00,BTC/USDT,34943,35083,34943,35060,0.61599421,21596.7570026
1699293600,2023-11-06 18:00:00,BTC/USDT,34988,34988,34828,34958,0.43404570,15173.3695806
1699290000,2023-11-06 17:00:00,BTC/USDT,34963,34996,34910,34981,0.30061544,10515.82870664
1699286400,2023-11-06 16:00:00,BTC/USDT,35068,35099,34953,34973,0.48090259,16818.606280070002
1699282800,2023-11-06 15:00:00,BTC/USDT,35187,35198,35064,35064,0.31791070,11147.2207848
1699279200,2023-11-06 14:00:00,BTC/USDT,35049,35190,35049,35190,0.20276331,7135.2408789
1699275600,2023-11-06 13:00:00,BTC/USDT,35204,35206,34918,34988,0.94926212,33212.78305456
1699272000,2023-11-06 12:00:00,BTC/USDT,35237,35250,35146,35146,1.59745023,56143.98578358
1699268400,2023-11-06 11:00:00,BTC/USDT,35176,35221,35093,35215,1.33497897,47011.28442855
1699264800,2023-11-06 10:00:00,BTC/USDT,35103,35267,35103,35165,1.38533915,48715.451209750005
